武將编号,武將,容貌,性別,生年,登場年,仕官年,卒年,死因,相性,势力,军团,所属,所在,身份,官职,忠诚,lp12A,统率,武力,智力,政治,魅力,伤病,主义,政策,政策等级,声音,语调,lp117,配偶,義兄,血缘,父亲,母亲,世代
707,丁封,611,男,198,217,0,266,0,123,,,庐江,庐江,未登场,无,0,,66,66,53,39,61,健康,割据,兵站改革,2,普通男,普通男,0,,,丁奉,,,1
497,全端,476,男,204,218,0,261,0,130,,,吴,吴,未登场,无,0,,66,64,38,38,58,健康,割据,培养水军,2,自大男,自大男,0,,,全琮,全琮,,3
262,公孙渊,86,男,205,219,0,238,1,10,,,襄平,襄平,未登场,无,0,,66,70,60,42,50,健康,我道,墨守研究,4,自大男,自大男,0,,,公孙度,公孙康,,3
445,徐质,361,男,207,226,0,253,1,23,,,安定,安定,未登场,无,0,,66,83,24,18,43,健康,我道,强化锋矢,4,豪杰男,豪杰男,0,,,徐质,,,1
873,杨肇,654,男,223,242,0,286,0,33,,,晋阳,晋阳,未登场,无,0,,66,65,67,62,55,健康,霸道,侵略荒废,2,普通男,普通男,0,,,杨肇,,,1
811,文虎,594,男,227,241,0,279,0,38,,,许昌,许昌,未登场,无,0,,66,72,45,30,58,健康,我道,强化雁行,3,普通男,普通男,0,,,文钦,文钦,,2
550,孙歆,373,男,235,249,0,280,1,117,,,吴,吴,未登场,无,0,,66,69,35,38,35,健康,割据,强化雁行,2,普通男,普通男,0,,,孙坚,,,4
97,郭汜,236,男,146,184,184,197,1,1,董卓,董卓,长安,郭汜,普通,破虏将军,100,,65,76,13,14,13,健康,我道,侵略荒废,3,粗鲁男,粗鲁男,0,,,郭汜,,,1
301,胡轸,485,男,146,185,185,190,1,149,董卓,董卓,长安,长安,普通,讨逆将军,100,,65,76,13,14,15,健康,我道,强化锥行,3,粗鲁男,粗鲁男,0,,,胡轸,,,1
47,王匡,519,男,150,184,189,190,1,97,张杨,张杨,壶关,壶关,普通,无,100,,65,57,61,71,81,健康,割据,强化鹤翼,3,普通男,普通男,0,,,王匡,,,1
963,刘繇,75,男,156,184,190,197,0,11,张超,张超,建业,刘繇,普通,奋武校尉,99,,65,66,47,72,64,健康,名利,区域巡回,3,恭敬男,恭敬男,0,,,刘岱,,,1
364,周昕,342,男,159,184,190,196,1,11,张超,张超,建业,建业,普通,灭贼校尉,100,,65,58,73,65,62,健康,名利,兵站改革,3,恭敬男,恭敬男,0,,,周昕,,,1
416,焦触,793,男,159,184,199,208,1,39,袁绍,袁绍,南皮,南皮,普通,无,100,,65,72,33,32,39,健康,霸道,强化锋矢,3,普通男,普通男,0,,,焦触,,,1
647,张超,820,男,160,184,189,195,1,100,张超,张超,寿春,寿春,君主,无,250,,65,56,62,51,70,健康,霸道,火计研究,3,策士男,策士男,0,,,张邈,,,1
1232,鲜卑督将,1037,男,165,350,0,263,0,0,,,,,未登场,无,0,,65,75,37,16,46,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,鲜卑督将,,,0
308,吴敦,830,男,166,185,199,209,1,18,曹操,曹操,濮阳,濮阳,普通,无,100,,65,62,49,46,45,健康,霸道,强化长蛇,2,豪杰男,豪杰男,0,,,吴敦,,,1
306,呼厨泉,700,男,169,188,190,230,0,133,张杨,张杨,壶关,壶关,普通,无,100,,65,66,48,40,57,健康,割据,强化长蛇,2,自大男,自大男,0,,,于夫罗,,,1
1033,田因齐,950,男,170,184,0,268,0,145,,,,,死亡,无,0,,65,60,81,93,91,健康,霸道,太学,6,自大男,自大男,0,,,田因齐,,,0
884,雷绪,1270,男,172,196,203,213,0,142,刘备,张任,云南,云南,普通,无,100,,65,68,34,13,22,健康,我道,侵略荒废,2,粗鲁男,粗鲁男,0,,,雷绪,,,1
123,夏侯德,314,男,178,197,197,218,1,24,曹操,曹操,陈留,陈留,普通,无,100,,65,73,32,40,49,健康,霸道,强化锋矢,3,豪杰男,豪杰男,0,,,夏侯惇,,,2
358,谢旌,339,男,178,197,197,221,1,132,张超,张超,吴,谢旌,普通,偏将军,100,,65,76,34,32,43,健康,霸道,强化长蛇,3,粗鲁男,粗鲁男,0,,,谢旌,,,1
799,冯楷,1251,男,178,197,197,223,0,27,孔伷,孔伷,汝南,汝南,普通,书佐,100,,65,67,42,44,43,健康,霸道,军制改革,2,普通男,普通男,0,,,冯楷,,,1
996,楼班,730,男,178,198,198,207,1,100,公孙度,公孙度,襄平,襄平,普通,建武校尉,100,,65,75,39,30,52,健康,我道,强化锥行,3,粗鲁男,粗鲁男,0,,,丘力居,丘力居,,2
708,彻里吉,814,男,179,210,0,259,0,49,,,天水,天水,未登场,无,0,,65,63,46,49,52,健康,我道,侵略荒废,2,自大男,自大男,0,,,彻里吉,,,1
808,傅彤,432,男,183,207,0,222,1,74,,,新野,新野,未登场,无,0,,65,72,46,42,63,健康,割据,强化鹤翼,3,豪杰男,豪杰男,0,,,傅彤,,,1
1,阿会喃,127,男,190,217,0,225,1,62,,,云南,云南,未登场,无,0,,65,74,26,33,44,健康,割据,强化长蛇,3,粗鲁男,粗鲁男,0,,,阿会喃,,,1
489,鲜于丹,1196,男,190,209,0,239,0,120,,,吴,吴,未登场,无,0,,65,67,42,23,43,健康,割据,强化锥行,2,普通男,普通男,0,,,鲜于丹,,,1
96,鄂焕,480,男,196,220,0,251,0,63,,,建宁,建宁,未登场,无,0,,65,82,42,21,40,健康,我道,强化锋矢,4,粗鲁男,粗鲁男,0,,,鄂焕,,,1
369,周邵,1170,男,197,211,0,230,0,126,,,庐江,庐江,未登场,无,0,,65,71,35,32,45,健康,霸道,强化方圆,3,勇将男,勇将男,0,,,周泰,周泰,,2
899,陆凯,288,男,198,217,0,269,0,122,,,吴,吴,未登场,无,0,,65,61,78,85,73,健康,王道,强化兵器,4,恭敬男,恭敬男,0,,,陆逊,,,2
17,于诠,211,男,204,223,0,258,1,126,,,吴,吴,未登场,无,0,,65,76,40,38,68,健康,王道,强化兵器,3,勇将男,勇将男,0,,,于诠,,,1
723,董厥,406,男,204,223,0,271,0,73,,,新野,新野,未登场,无,0,,65,59,75,78,63,健康,王道,兵站改革,3,恭敬男,恭敬男,0,,,董厥,,,1
49,王经,303,男,206,225,0,260,1,20,,,平原,平原,未登场,无,0,,65,63,68,75,77,健康,礼教,强化雁行,3,普通男,普通男,0,,,王经,,,1
619,赵广,241,男,210,224,0,263,1,75,,,邺,邺,未登场,无,0,,65,68,53,51,60,健康,割据,三令五申,2,普通男,普通男,0,,,赵云,赵云,,2
875,羊衜,1267,男,211,225,0,246,0,131,,,新野,新野,未登场,无,0,,65,31,79,62,63,健康,名利,区域巡回,3,恭敬男,恭敬男,0,,,羊衜,,,1
242,句安,623,男,214,233,0,264,0,73,,,江州,江州,未登场,无,0,,65,68,48,52,45,健康,割据,扩张城墙,2,普通男,普通男,0,,,句安,,,1
278,皇甫闿,451,男,222,241,0,272,0,88,,,安定,安定,未登场,无,0,,65,55,64,54,58,健康,王道,强化锥行,2,普通男,普通男,0,,,皇甫闿,,,1
421,蒋班,539,男,227,246,0,282,0,135,,,寿春,寿春,未登场,无,0,,65,73,62,41,50,健康,霸道,工法改革,3,勇将男,勇将男,0,,,蒋班,,,1
368,周旨,343,男,233,252,0,295,0,32,,,襄阳,襄阳,未登场,无,0,,65,85,41,29,44,健康,霸道,培养水军,4,粗鲁男,粗鲁男,0,,,周旨,,,1
286,吴匡,1151,男,144,184,189,192,0,65,刘备,张任,建宁,建宁,普通,无,193,,64,75,45,53,61,健康,霸道,区域巡回,3,豪杰男,豪杰男,0,,,吴匡,,,1
173,韩忠,524,男,151,184,190,184,1,7,曹操,曹操,小沛,韩忠,普通,无,98,,64,67,18,12,18,健康,我道,强化鱼鳞,2,普通男,普通男,0,,,韩忠,,,1
568,孙仲,526,男,154,184,190,184,1,7,曹操,曹操,小沛,小沛,普通,无,100,,64,71,36,6,11,健康,我道,墨守研究,3,粗鲁男,粗鲁男,0,,,孙仲,,,1
177,管统,888,男,161,184,195,205,1,110,袁绍,袁绍,平原,平原,普通,无,100,,64,68,32,25,53,健康,王道,强化方圆,2,普通男,普通男,0,,,管统,,,1
844,毛玠,260,男,161,184,190,216,0,29,曹操,曹操,陈留,陈留,普通,无,100,,64,39,60,78,58,健康,王道,户籍整理,3,恭敬男,恭敬男,0,,,毛玠,,,1
76,王门,135,男,162,186,200,205,0,63,袁绍,袁绍,北平,北平,普通,无,100,,64,63,30,40,42,健康,割据,贯彻政令,2,普通男,普通男,0,,,王门,,,1
572,孙贲,893,男,163,184,184,210,0,126,孙坚,孙坚,建安,建安,普通,无,120,,64,67,40,47,49,健康,霸道,开发运输,2,勇将男,勇将男,0,,,孙坚,,,2
956,刘馥,726,男,164,184,199,208,0,29,陶谦,陶谦,下邳,下邳,普通,师友从事,100,,64,49,73,88,84,健康,王道,区域振兴,4,恭敬男,恭敬男,0,,,刘馥,,,1
1252,羌族督将,1022,男,165,350,0,263,0,0,,,,,未登场,无,0,,64,76,38,18,44,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,羌族督将,,,0
360,沙摩柯,136,男,167,206,0,222,1,71,,,武陵,武陵,未登场,无,0,,64,84,25,14,46,健康,霸道,侵略荒废,4,粗鲁男,粗鲁男,0,,,沙摩柯,,,1
854,杨怀,438,男,167,186,189,212,1,53,刘备,张任,梓潼,梓潼,普通,无,195,,64,68,68,63,55,健康,我道,强化方圆,2,豪杰男,豪杰男,0,,,杨怀,,,1
3,韦康,1101,男,168,196,196,212,1,20,董卓,董卓,长安,长安,普通,书佐,100,,64,37,60,72,79,健康,礼教,扩张城墙,3,恭敬男,恭敬男,0,,,韦康,,,1
915,李福,1279,男,177,194,194,238,0,65,刘备,张任,梓潼,梓潼,普通,无,100,,64,41,62,68,65,健康,礼教,开发运输,2,普通男,普通男,0,,,李福,,,1
376,习珍,1172,男,180,209,0,221,1,75,,,襄阳,襄阳,未登场,无,0,,64,68,51,42,58,健康,王道,强化方圆,2,勇将男,勇将男,0,,,习珍,,,1
948,刘胄,810,男,189,208,0,233,1,35,,,云南,云南,未登场,无,0,,64,73,38,28,40,健康,我道,强化长蛇,3,粗鲁男,粗鲁男,0,,,刘胄,,,1
765,马谡,108,男,190,209,0,228,1,80,,,襄阳,襄阳,未登场,无,0,,64,67,87,68,67,健康,名利,火计研究,4,自大男,自大男,0,,,马良,,,1
221,金环三结,132,男,192,217,0,225,1,62,,,云南,云南,未登场,无,0,,64,76,19,17,44,健康,我道,开发运输,3,粗鲁男,粗鲁男,0,,,金环三结,,,1
170,韩综,1134,男,201,220,0,252,1,45,,,北平,北平,未登场,无,0,,64,75,28,21,15,健康,我道,侵略荒废,3,粗鲁男,粗鲁男,0,,,韩当,韩当,,2
843,迷当大王,721,男,202,221,0,253,1,53,,,天水,天水,未登场,无,0,,64,69,31,42,55,健康,我道,侵略荒废,2,粗鲁男,粗鲁男,0,,,迷当大王,,,1
685,陈表,582,男,204,218,0,237,0,124,,,庐江,庐江,未登场,无,0,,64,42,73,78,69,健康,王道,培养水军,3,普通男,普通男,0,,,陈武,陈武,,2
299,顾承,1153,男,210,224,0,246,0,120,,,吴,吴,未登场,无,0,,64,62,54,52,66,健康,礼教,墨守研究,2,恭敬男,恭敬男,0,,,顾雍,顾邵,,3
561,孙峻,374,男,219,238,0,256,0,115,,,吴,吴,未登场,无,0,,64,69,68,26,10,健康,我道,侵略荒废,3,自大男,自大男,0,,,孙坚,,,4
435,诸葛尚,285,男,246,260,0,263,1,75,,,下邳,下邳,未登场,无,0,,64,75,62,55,69,健康,王道,扩张城墙,3,普通男,普通男,0,,,诸葛亮,诸葛瞻,,3
612,张举,806,男,150,184,190,188,1,84,曹操,曹操,洛阳,洛阳,普通,无,100,,63,62,41,25,50,健康,我道,强化鹤翼,2,自大男,自大男,0,,,张举,,,1
470,眭固,470,男,151,184,190,199,1,8,张杨,张杨,晋阳,晋阳,普通,无,100,,63,71,38,7,27,健康,我道,地势研究,3,粗鲁男,粗鲁男,0,,,眭固,,,1
74,王方,1117,男,153,184,184,192,1,148,董卓,董卓,长安,长安,普通,无,100,,63,68,28,23,35,健康,我道,开发运输,2,狡猾男,狡猾男,0,,,王方,,,1
487,薛礼,1195,男,157,184,198,195,1,11,张超,张超,广陵,广陵,普通,无,100,,63,52,38,53,52,健康,霸道,培养水军,2,普通男,普通男,0,,,薛礼,,,1
887,雷薄,444,男,157,184,199,206,1,142,孔伷,孔伷,汝南,汝南,普通,奋武校尉,100,,63,71,36,8,13,健康,我道,侵略荒废,3,粗鲁男,粗鲁男,0,,,雷薄,,,1
165,管承,1133,男,158,184,195,207,1,118,袁绍,袁绍,平原,平原,普通,无,100,,63,71,24,16,25,健康,我道,培养水军,3,粗鲁男,粗鲁男,0,,,管承,,,1
667,陈横,397,男,161,184,202,195,1,11,刘表,刘表,柴桑,柴桑,普通,裨将军,100,,63,64,26,35,42,健康,割据,强化锋矢,2,普通男,普通男,0,,,陈横,,,1
340,士祗,705,男,163,184,184,226,1,146,士燮,士燮,零陵,零陵,普通,从事祭酒,120,,63,58,42,52,43,健康,割据,培养水军,2,普通男,普通男,0,,,士燮,士燮,,2
1228,鲜卑兵,1306,女,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,63,73,48,42,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,鲜卑兵,,,0
1242,羌族将军,1022,男,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,63,76,36,17,48,健康,我道,强化鱼鳞,1,豪杰男,豪杰男,0,,,羌族将军,,,0
1243,羌族勇士,1022,男,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,63,88,22,26,49,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,羌族勇士,,,0
1253,羌族宰相,1022,男,165,350,204,263,0,0,马腾,马腾,安定,安定,普通,无,255,,63,48,70,54,65,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,羌族宰相,,,0
1255,羌族勇将,1307,女,165,350,194,263,0,0,马腾,马腾,安定,安定,普通,无,255,,63,70,53,41,65,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,羌族勇将,,,0
1268,山越兵,1309,女,165,184,0,263,0,0,山越头目,山越头目,山越,山越,普通,无,255,,63,72,51,41,65,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,山越兵,,,0
1273,山越宰相,1020,男,165,350,0,263,0,0,,,,,未登场,无,0,,63,49,69,53,68,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,山越宰相,,,0
1275,山越勇将,1309,女,165,350,194,263,0,0,,,会稽,会稽,未登场,无,255,,63,72,50,40,66,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,山越勇将,,,0
1288,南中兵,1308,女,165,184,0,263,0,0,南中大王,南中大王,南中,南中,普通,无,255,,63,71,48,43,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,南中兵,,,0
1293,南中宰相,1014,男,165,350,200,263,0,0,,,云南,云南,未登场,无,255,,63,52,70,57,65,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,南中宰相,,,0
477,成廉,855,男,166,190,190,195,1,149,董卓,张绣,天水,天水,普通,偏将军,100,,63,73,36,23,34,健康,我道,强化锥行,3,豪杰男,豪杰男,0,,,成廉,,,1
786,潘临,718,男,168,184,199,225,0,148,张超,张超,吴,潘临,普通,裨将军,98,,63,76,28,17,25,健康,割据,强化长蛇,3,粗鲁男,粗鲁男,0,,,潘临,,,1
202,季雍,789,男,170,184,190,192,1,67,袁绍,袁绍,北海,北海,普通,无,100,,63,52,42,40,58,健康,割据,强化锥行,2,狡猾男,狡猾男,0,,,季雍,,,1
1019,鲍叔牙,933,男,170,184,0,268,0,10,,,,,死亡,无,0,,63,46,83,87,89,健康,割据,先从隗始,3,恭敬男,恭敬男,0,,,鲍叔牙,,,0
267,公孙续,509,男,176,190,200,199,1,65,袁绍,袁绍,平原,平原,普通,无,100,,63,68,53,62,64,健康,霸道,开发设施,2,普通男,普通男,0,,,公孙瓒,公孙瓒,侯氏,2
34,袁尚,34,男,179,193,193,207,1,101,袁绍,袁绍,平原,平原,普通,无,112,,63,72,42,40,73,健康,霸道,开发设施,3,自大男,自大男,0,,,袁绍,袁绍,刘氏,2
954,刘豹,725,男,181,195,195,279,0,17,张杨,张杨,壶关,壶关,普通,无,100,,63,60,51,62,64,健康,割据,强化锥行,2,豪杰男,豪杰男,0,,,于夫罗,于夫罗,,2
756,裴潜,1244,男,183,202,202,244,0,28,曹操,曹操,许昌,许昌,普通,无,100,,63,30,74,75,51,健康,王道,开发运输,3,策士男,策士男,0,,,裴潜,,,1
385,朱赞,877,男,192,209,0,228,1,21,,,许昌,许昌,未登场,无,0,,63,68,34,26,41,健康,名利,强化长蛇,2,普通男,普通男,0,,,朱赞,,,1
482,泄归泥,1192,男,192,211,0,255,0,49,,,晋阳,晋阳,未登场,无,0,,63,69,33,42,47,健康,割据,强化锥行,2,粗鲁男,粗鲁男,0,,,步度根,,,2
423,聂友,1181,男,201,220,0,253,0,121,,,柴桑,柴桑,未登场,无,0,,63,49,61,65,69,健康,礼教,开发运输,2,恭敬男,恭敬男,0,,,聂友,,,1
143,花鬘,783,女,209,223,0,239,0,60,,,云南,云南,未登场,无,0,,63,70,32,26,59,健康,割据,强化长蛇,3,勇敢女,勇敢女,0,,,孟获,孟获,祝融,2
175,关统,504,男,218,232,0,259,0,75,,,洛阳,洛阳,未登场,无,0,,63,60,61,62,72,健康,王道,三令五申,3,勇将男,勇将男,0,,,关羽,关兴,,3
629,张遵,631,男,224,238,0,263,1,75,,,蓟,蓟,未登场,无,0,,63,68,66,60,58,健康,霸道,强化鱼鳞,2,勇将男,勇将男,0,,,张飞,张苞,,3
349,司马伷,606,男,227,241,0,283,0,31,,,洛阳,洛阳,未登场,无,0,,63,52,62,65,61,健康,名利,培养水军,2,恭敬男,恭敬男,0,,,司马懿,司马懿,,2
240,严舆,471,男,145,184,190,196,1,10,严白虎,严白虎,会稽,会稽,普通,偏将军,100,,62,78,49,20,23,健康,我道,强化长蛇,3,粗鲁男,粗鲁男,0,,,严白虎,,,1
874,杨定,1266,男,149,184,184,198,0,8,董卓,张绣,天水,天水,普通,无,100,,62,60,46,33,37,健康,名利,区域巡回,2,粗鲁男,粗鲁男,0,,,杨定,,,1
853,俞渉,541,男,158,184,191,190,1,139,曹操,曹操,陈留,陈留,普通,无,100,,62,79,24,23,30,健康,我道,强化锋矢,3,普通男,普通男,0,,,俞渉,,,1
931,柳毅,896,男,160,184,189,205,1,142,公孙度,公孙度,襄平,襄平,普通,奋武校尉,100,,62,55,22,48,45,健康,割据,培养水军,2,普通男,普通男,0,,,柳毅,,,1
1223,鲜卑勇士,1037,男,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,62,86,19,24,50,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,鲜卑勇士,,,0
1226,鲜卑军师,1037,男,165,184,0,263,0,0,鲜卑王,鲜卑王,鲜卑,鲜卑,普通,无,255,,62,53,70,57,66,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,鲜卑军师,,,0
1231,鲜卑豪杰,1037,男,165,350,190,263,0,0,张杨,张杨,壶关,壶关,普通,无,255,,62,85,21,24,52,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,鲜卑豪杰,,,0
1235,鲜卑勇将,1306,女,165,350,190,263,0,0,张杨,张杨,壶关,壶关,普通,无,255,,62,71,50,38,63,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,鲜卑勇将,,,0
1295,南中勇将,1308,女,165,350,199,263,0,0,,,云南,云南,未登场,无,255,,62,69,48,40,68,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,南中勇将,,,0
275,高蕃,1149,男,167,186,190,202,1,91,韩馥,韩馥,邺,邺,普通,建武校尉,100,,62,56,34,28,47,健康,名利,培养水军,2,普通男,普通男,0,,,高蕃,,,1
95,郭嘉,43,男,170,189,199,207,0,25,曹操,曹操,濮阳,濮阳,太守,散骑侍郎,120,,62,15,99,84,80,健康,霸道,地势研究,5,策士男,策士男,37,,,郭嘉,,,1
1054,李逵,969,男,170,184,0,268,1,75,,,,,死亡,无,0,,62,98,13,1,17,健康,我道,强化锋矢,5,粗鲁男,粗鲁男,0,,,李逵,,,0
178,韩德,636,男,171,199,0,228,1,19,,,安定,三水,未发现,无,0,,62,77,24,15,52,健康,割据,强化锥行,3,豪杰男,豪杰男,0,,,韩德,,,1
668,陈应,597,男,172,203,203,208,1,12,士燮,士燮,桂阳,桂阳,普通,荡寇将军,100,,62,72,45,27,40,健康,名利,地势研究,3,普通男,普通男,0,,,陈应,,,1
259,侯选,443,男,175,194,194,228,0,48,董卓,董卓,长安,长安,普通,奋武校尉,100,,62,66,35,55,52,健康,割据,强化长蛇,2,普通男,普通男,0,,,侯选,,,1
82,温恢,689,男,178,197,197,222,0,23,张杨,张杨,壶关,壶关,普通,记室,100,,62,36,73,86,73,健康,王道,户籍整理,4,恭敬男,恭敬男,0,,,温恢,,,1
852,尤突,1262,男,178,197,197,216,1,7,张超,张超,吴,尤突,普通,建武校尉,97,,62,68,40,37,33,健康,割据,强化长蛇,2,粗鲁男,粗鲁男,0,,,尤突,,,1
590,朵思大王,139,男,186,217,0,225,1,60,,,云南,云南,未登场,无,0,,62,59,70,54,50,健康,名利,开发设施,4,策士男,策士男,0,,,朵思大王,,,1
695,丁固,1232,男,198,217,0,273,0,130,,,会稽,会稽,未登场,无,0,,62,33,70,76,67,健康,礼教,户籍整理,3,恭敬男,恭敬男,0,,,丁固,,,1
88,俄何烧戈,690,男,204,223,0,253,1,53,,,天水,天水,未登场,无,0,,62,75,12,20,32,健康,我道,强化锥行,3,粗鲁男,粗鲁男,0,,,俄何烧戈,,,1
570,孙登,286,男,209,223,0,241,0,125,,,吴,吴,未登场,无,0,,62,37,79,80,88,健康,王道,区域振兴,5,恭敬男,恭敬男,0,,,孙坚,孙权,,3
896,李歆,1273,男,215,234,0,250,0,73,,,梓潼,梓潼,未登场,无,0,,62,75,45,44,54,健康,霸道,强化长蛇,3,勇将男,勇将男,0,,,李歆,,,1
403,焦彝,535,男,219,238,0,266,0,135,,,寿春,寿春,未登场,无,0,,62,68,62,41,53,健康,割据,墨守研究,2,普通男,普通男,0,,,焦彝,,,1
155,毌丘甸,284,男,224,238,0,255,1,39,,,洛阳,洛阳,未登场,无,0,,62,58,68,70,61,健康,割据,强化鱼鳞,3,普通男,普通男,0,,,毌丘兴,毌丘俭,,3
746,邓茂,528,男,147,184,190,184,1,7,曹操,曹操,陈留,陈留,普通,无,100,,61,76,29,17,35,健康,我道,火计研究,3,粗鲁男,粗鲁男,0,,,邓茂,,,1
473,邹丹,551,男,148,184,200,195,1,65,袁绍,袁绍,北平,北平,普通,无,100,,61,64,34,37,39,健康,霸道,强化锋矢,2,普通男,普通男,0,,,邹丹,,,1
907,李儒,119,男,150,184,184,192,1,1,董卓,董卓,长安,长安,普通,侍中,120,,61,26,95,75,35,健康,名利,地势研究,5,策士男,策士男,74,,,李儒,,,1
970,梁纲,727,男,160,184,189,197,0,138,袁术,袁术,宛,宛,普通,破贼校尉,100,,61,69,42,22,49,健康,割据,强化鱼鳞,2,普通男,普通男,0,,,梁纲,,,1
330,笮融,338,男,161,184,199,195,1,11,曹操,曹操,濮阳,濮阳,普通,无,100,,61,68,40,22,14,健康,我道,侵略荒废,2,狡猾男,狡猾男,0,,,笮融,,,1
14,尹礼,822,男,165,184,193,222,1,16,曹操,曹操,虎牢关,虎牢关,太守,无,100,,61,68,47,44,43,健康,我道,强化长蛇,2,粗鲁男,粗鲁男,0,,,尹礼,,,1
1203,乌桓勇士,1016,男,165,184,0,263,0,0,乌桓单于,乌桓单于,乌桓,乌桓,普通,无,255,,61,88,20,23,53,健康,我道,强化鱼鳞,1,粗鲁男,粗鲁男,0,,,乌桓勇士,,,0
1233,鲜卑宰相,1037,男,165,350,190,263,0,0,张杨,张杨,晋阳,晋阳,普通,无,255,,61,49,70,56,65,健康,我道,强化鱼鳞,1,策士男,策士男,0,,,鲜卑宰相,,,0
1248,羌族兵,1307,女,165,184,0,263,0,0,羌族族长,羌族族长,羌,羌,普通,无,255,,61,73,48,42,65,健康,我道,强化鱼鳞,1,勇敢女,勇敢女,0,,,羌族兵,,,0
