序号,姓名,势力,军团,所属,所在,身分,官职,忠诚,功绩,统御,武力,智力,政治,魅力,五围和,体力,头像,性别,登场年,出生年,死亡年,死因,血缘,父亲,母亲,配偶,义兄弟,世代,相性,亲近武将,亲近武将,亲近武将,亲近武将,亲近武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,厌恶武将,登场预定君主,枪兵适性,戟兵适性,弩兵适性,骑兵适性,兵器适性,水军适性,枪兵经验,戟兵经验,弩兵经验,骑兵经验,兵器经验,水军经验,统率经验,武力经验,智力经验,政治经验,魅力经验,统御变动,武力变动,智力变动,政治变动,魅力变动,出身地,特技,舌战得意话题,义理,野望,起用,性格,音声,口调,汉室,战略倾向,地元执着,すけるとん,头盔,面部,上身,披风,护腕,下身,箭袋,パーツ,武器·左,武器·右,马,头像变更年龄,lp124,任务,任务对象,lp140_1,lp140_2,lp140_3,lp140_4,lp140_5,留守Counter,伤病,旧势力,仕官禁止君主,仕官禁止期间,捕虏月数Counter,年初功绩
245,周瑜,孙坚,孙坚,长沙,长沙,一般,,120,2000,95,69,93,77,95,429,100,490,男,150,130,229,自然死,245,,,,,1,125,孙策,鲁肃,,,,,,,,,,Ｂ,Ａ,Ｓ,Ｃ,Ａ,Ｓ+10%,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,火神,故事,不会背叛,普通,能力,冷静,冷静,威严,普通,中华统一,临机应变,0,51,51,51,255,51,51,255,255,255,255,255,36,760,,,,,,,,0,健康,,,0,0,0
246,顾雍,,,长沙,长沙,未发现,,0,0,43,20,74,82,65,284,100,181,男,150,130,229,自然死,246,,,,,1,123,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,,道理,情理坚定,较低,名声,小心,小心,普通,普通,地方统一,重视,0,98,97,97,255,97,97,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
247,刘曜,刘渊,刘渊,晋阳,晋阳,一般,,120,2000,79,94,63,59,51,346,100,1194,男,195,175,274,不自然死,260,,,,,4,141,刘渊,,,,,石勒,,,,,,Ｂ,Ｂ,Ｓ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,时节,普通,较高,能力,猪突,莽撞,尊大,普通,地方统一,漫不经心,0,35,71,102,121,102,120,20,255,255,255,255,255,568,,,,,,,,0,健康,,,0,0,0
248,朱棣,朱元璋,朱元璋,金陵,金陵,一般,,120,2000,95,77,85,89,75,421,100,1395,男,165,145,244,自然死,365,朱元璋,,,,2,90,姚广孝,张玉,朱能,郑和,朱瞻基,方孝孺,,,,,,Ｓ,Ａ,Ｓ,Ｓ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,驱逐,道理,普通,较高,能力,刚胆,刚胆,威严,无视,中华统一,临机应变,0,98,20,53,3,53,53,255,255,255,255,255,255,760,,,,,,,,0,健康,,,0,0,0
249,李庠,李特,李特,梓潼,梓潼,一般,,120,2000,75,85,55,61,77,353,100,1445,男,150,131,229,不自然死,314,2003,,,,1,85,李特,李流,李骧,,,,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,益州,乱战,时节,情理坚定,较高,能力,刚胆,刚胆,丁宁,普通,地方统一,重视,0,83,80,119,255,84,83,255,255,255,1,255,255,664,,,,,,,,0,健康,,,0,0,0
250,王弥,刘渊,刘渊,晋阳,晋阳,一般,,120,2000,75,85,79,53,30,322,100,1196,男,150,130,229,不自然死,250,,,,,1,144,刘渊,,,,,石勒,,,,,,Ａ,Ａ,Ａ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,掠夺,道理,无情义,较高,能力,刚胆,刚胆,乱暴,无视,地方统一,漫不经心,0,92,80,94,255,93,92,255,255,255,255,255,255,720,,,,,,,,0,健康,,,0,0,0
251,陈元达,刘渊,刘渊,晋阳,晋阳,一般,,120,2000,29,30,77,74,75,285,100,1197,男,150,130,229,不自然死,251,,,,,1,141,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,不屈,故事,不会背叛,较低,义理,刚胆,刚胆,丁宁,普通,地方统一,重视,0,79,79,80,255,80,80,255,255,255,255,255,255,712,,,,,,,,0,健康,,,0,0,0
252,游子远,刘渊,刘渊,晋阳,晋阳,一般,,120,2000,74,59,72,75,72,352,100,1198,男,150,130,229,自然死,252,,,,,1,142,,,,,,,,,,,,Ｃ,Ａ,Ｂ,Ｂ,Ｓ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,道理,不会背叛,普通,义理,刚胆,刚胆,普通,普通,地方统一,临机应变,0,7,79,74,255,111,110,255,255,255,255,255,255,592,,,,,,,,0,健康,,,0,0,0
253,石勒,石勒,石勒,平原,平原,君主,,120,2000,87,89,58,63,73,370,100,2058,男,150,130,229,自然死,253,,,,,1,140,张宾,石虎,刘渊,,,王弥,刘曜,,,,,Ａ,Ｃ,Ａ,Ｓ,Ｂ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,长驱,故事,普通,高,实绩,刚胆,刚胆,豪放,普通,中华统一,漫不经心,0,110,38,29,255,29,29,20,255,255,255,255,255,552,,,,,,,,0,健康,,,0,0,0
254,荀彧,曹操,曹操,许昌,许昌,一般,,120,2000,42,24,96,95,93,350,100,1044,男,150,130,229,不自然死,104,,,,,6,26,,,,,,,,,,,,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,,道理,不会背叛,普通,能力,冷静,冷静,丁宁,重视,中华统一,重视,0,80,45,116,255,116,116,255,255,255,255,255,38,624,,,,,,,,0,健康,,,0,0,0
255,石虎,石勒,石勒,平原,平原,一般,,120,2000,77,92,35,20,17,241,100,1401,男,165,145,244,自然死,253,,,,,2,143,石勒,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ｓ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,掠夺,时节,无情义,高,名声,猪突,莽撞,蛮族,无视,中华统一,漫不经心,0,50,35,93,94,93,71,255,255,255,255,255,255,648,,,,,,,,0,健康,,,0,0,0
256,张宾,石勒,石勒,平原,平原,一般,,120,2000,49,33,98,81,60,321,100,2026,男,150,130,229,自然死,256,,,,,1,139,石勒,,,,,,,,,,,Ｃ,Ｂ,Ｃ,Ｃ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,百出,道理,情理坚定,较高,能力,冷静,冷静,丁宁,普通,中华统一,临机应变,0,21,102,125,255,125,125,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
257,麻秋,,,平原,平原,未发现,,0,0,69,81,59,46,20,275,100,2012,男,150,130,229,不自然死,257,,,,,1,138,,,,,,,,,,,,Ｂ,Ｃ,Ａ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,时节,无情义,较高,实绩,猪突,莽撞,蛮族,无视,地方统一,重视,0,30,30,102,255,93,71,255,255,255,255,255,255,56,,,,,,,,0,健康,,,0,0,0
258,冉闵,石勒,石勒,平原,平原,一般,,120,2000,85,115,62,39,66,367,100,1404,男,150,130,229,不自然死,258,,,,,1,138,,,,,,,,,,,,Ｓ,Ｓ,Ａ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,鬥神,时节,普通,高,实绩,猪突,莽撞,乱暴,普通,中华统一,重视,0,30,27,94,255,6,6,255,255,255,1,255,255,672,,,,,,,,0,健康,,,0,0,0
259,荀攸,曹操,曹操,许昌,许昌,一般,,120,2000,53,26,95,83,84,341,100,157,男,165,145,244,自然死,104,,,,,7,26,,,,,,,,,,,,Ｂ,Ｂ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,百出,道理,情理坚定,普通,能力,冷静,冷静,丁宁,重视,中华统一,重视,0,89,55,88,255,89,89,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
260,刘宣,刘渊,刘渊,晋阳,晋阳,一般,,120,2000,30,52,80,79,71,312,100,1195,男,150,130,229,自然死,260,,,,,1,139,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,时节,情理坚定,普通,能力,冷静,冷静,普通,普通,地方统一,临机应变,0,80,80,80,255,80,80,255,255,255,255,255,255,608,,,,,,,,0,健康,,,0,0,0
261,陈安,,,晋阳,晋阳,未发现,,0,0,68,86,21,16,79,270,100,1199,男,150,130,229,不自然死,261,,,,,1,144,,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,乱战,时节,无情义,较高,实绩,猪突,莽撞,豪放,普通,州统一,重视,0,75,80,93,255,94,6,255,255,255,3,255,255,8,,,,,,,,0,健康,,,0,0,0
262,蒋琬,,,永安,永安,未发现,,0,0,63,28,73,83,72,319,100,92,男,150,130,229,自然死,262,,,,,1,77,,,,,,,,,,,,Ｃ,Ｂ,Ｂ,Ｃ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆南,,道理,情理坚定,普通,实绩,小心,小心,丁宁,重视,现状维持,临机应变,0,125,84,89,255,89,89,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
263,锺会,,,许昌,许昌,未发现,,0,0,70,52,81,74,55,332,100,93,男,150,130,229,不自然死,263,,,,,1,22,,,,,,邓艾,,,,,,Ｂ,Ｂ,Ａ,Ｃ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,秘计,时节,无情义,高,能力,猪突,莽撞,尊大,无视,中华统一,漫不经心,0,83,112,0,3,0,0,255,255,255,255,255,255,184,,,,,,,,0,健康,,,0,0,0
264,慕容廆,慕容廆,慕容廆,襄平,襄平,君主,,120,2000,69,75,73,82,84,383,100,1405,男,150,130,229,自然死,264,,,,,1,5,,,,,,,,,,,,Ｂ,Ｂ,Ｂ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,亲乌,道理,情理坚定,较高,能力,刚胆,刚胆,蛮族,普通,州统一,重视,0,88,88,89,255,89,5,255,255,255,255,255,255,536,,,,,,,,0,健康,,,0,0,0
265,慕容皝,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,76,70,79,84,70,379,100,1406,男,165,146,244,自然死,264,慕容廆,,,,2,5,慕容垂,,,,,慕容翰,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,道理,普通,较高,任意,刚胆,刚胆,威严,普通,州统一,重视,0,19,76,74,255,84,92,255,255,255,255,255,255,672,,,,,,,,0,健康,,,0,0,0
266,姚广孝,朱元璋,朱元璋,金陵,金陵,一般,,120,2000,49,48,107,84,59,347,100,1396,男,150,130,229,自然死,266,,,,,1,94,朱棣,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,扬州,鬼谋,时节,普通,普通,能力,冷静,冷静,丁宁,无视,中华统一,漫不经心,0,98,44,98,255,98,98,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
267,慕容翰,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,84,88,68,64,76,380,100,1407,男,165,145,244,不自然死,264,慕容廆,,,,2,5,,,,,,,,,,,,Ａ,Ａ,Ｓ,Ｓ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,白马,时节,普通,普通,能力,猪突,莽撞,豪放,普通,州统一,漫不经心,2,4,25,28,12,28,35,20,255,255,255,255,255,680,,,,,,,,0,健康,,,0,0,0
268,侯瑱,,,零陵,零陵,未发现,,0,0,74,82,51,43,45,295,100,1408,男,150,130,229,自然死,268,,,,,1,111,,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ｃ,Ｂ,Ｓ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,益州,,道理,普通,普通,能力,刚胆,刚胆,普通,普通,现状维持,漫不经心,0,75,54,119,255,111,119,255,255,255,255,255,255,192,,,,,,,,0,健康,,,0,0,0
269,慕容恪,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,93,81,88,91,96,449,100,1874,男,180,161,259,自然死,264,慕容皝,,,,3,5,慕容垂,,,,,,,,,,,Ｓ,Ａ,Ａ,Ｓ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,连环,道理,不会背叛,普通,能力,刚胆,刚胆,谦逊,普通,中华统一,重视,0,0,8,5,255,5,4,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
270,慕容垂,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,95,90,91,69,81,426,100,2050,男,180,162,259,自然死,264,慕容皝,,,,3,5,慕容恪,慕容德,,,,,,,,,,Ｓ,Ａ,Ｓ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,深谋,时节,普通,较高,能力,冷静,冷静,威严,普通,地方统一,临机应变,0,4,3,8,255,93,6,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
271,慕容德,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,74,66,80,70,78,368,100,1411,男,180,163,259,自然死,264,慕容皝,,,,3,5,慕容垂,,,,,,,,,,,Ｂ,Ｂ,Ｂ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,辅佐,道理,情理坚定,较高,能力,冷静,冷静,普通,普通,地方统一,临机应变,0,111,19,8,255,111,8,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
272,韩琦,赵匡胤,赵匡胤,开封,开封,一般,,120,2000,75,55,84,93,82,389,100,1417,男,150,130,229,自然死,272,,,,,1,64,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,屯田,故事,情理坚定,较高,能力,刚胆,刚胆,尊大,普通,中华统一,临机应变,0,98,1,106,255,79,106,255,255,255,255,255,255,744,,,,,,,,0,健康,,,0,0,0
273,富弼,赵匡胤,赵匡胤,开封,开封,一般,,120,2000,57,56,82,85,91,371,100,1781,男,150,130,229,自然死,273,,,,,1,64,文彦博,邵雍,,,,,,,,,,Ｃ,Ｂ,Ｂ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,论客,故事,情理坚定,普通,名声,冷静,冷静,殷勤,重视,地方统一,重视,0,21,80,80,255,80,80,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
274,慕容隆,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,75,75,64,65,60,339,100,1412,男,195,177,274,不自然死,264,慕容垂,,,,4,5,,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,时节,情理坚定,普通,能力,刚胆,刚胆,普通,普通,州统一,重视,0,26,19,84,85,84,84,255,255,255,255,255,255,552,,,,,,,,0,健康,,,0,0,0
275,慕容农,慕容廆,慕容廆,襄平,襄平,一般,,120,2000,78,76,63,59,63,339,100,1413,男,195,178,274,不自然死,264,慕容垂,,,,4,5,,,,,,,,,,,,Ａ,Ｃ,Ｂ,Ｓ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,,时节,情理坚定,普通,能力,刚胆,刚胆,丁宁,普通,州统一,重视,0,75,11,0,255,75,75,255,255,255,255,255,255,608,,,,,,,,0,健康,,,0,0,0
276,郦食其,刘邦,刘邦,成都,成都,一般,,120,2000,11,55,83,68,56,273,100,1869,男,150,130,229,不自然死,276,,,,,1,73,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,兖予,论客,故事,普通,普通,能力,冷静,冷静,普通,普通,地方统一,重视,0,119,79,125,255,125,125,255,255,255,255,255,255,632,,,,,,,,0,健康,,,0,0,0
277,冼英,,,零陵,零陵,未发现,,0,0,67,65,81,82,98,393,100,1414,女,150,130,229,自然死,277,,,,,1,115,陈霸先,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ｃ,Ｂ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆南,亲越,道理,情理坚定,普通,义理,冷静,冷静,普通,重视,地方统一,重视,1,31,33,87,255,87,87,255,255,255,255,255,255,224,,,,,,,,0,健康,,,0,0,0
278,裴嶷,,,襄平,襄平,未发现,,0,0,68,45,81,81,65,340,100,1415,男,150,130,229,自然死,278,,,,,1,9,,,,,,,,,,,,Ｃ,Ｃ,Ｂ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,,故事,普通,普通,名声,冷静,冷静,丁宁,普通,州统一,漫不经心,0,27,75,124,255,124,124,255,255,255,255,255,255,96,,,,,,,,0,健康,,,0,0,0
279,封弈,,,襄平,襄平,未发现,,0,0,71,63,70,66,61,331,100,1418,男,150,130,229,自然死,279,,,,,1,7,,,,,,,,,,,,Ａ,Ｂ,Ｃ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,冀州,扫荡,时节,普通,普通,能力,刚胆,刚胆,普通,普通,州统一,重视,0,33,80,79,255,79,79,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
280,扬雄,,,成都,成都,未发现,,0,0,22,29,76,81,78,286,100,1872,男,150,130,229,自然死,280,,,,,1,72,,,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,益州,精妙,故事,情理坚定,较低,名声,小心,小心,谦逊,普通,现状维持,漫不经心,0,21,79,98,255,98,98,255,255,255,255,255,255,208,,,,,,,,0,健康,,,0,0,0
281,阳骛,,,襄平,襄平,未发现,,0,0,60,48,83,86,77,354,100,1638,男,150,130,229,自然死,281,,,,,1,7,,,,,,,,,,,,Ｂ,Ｂ,Ｂ,Ｂ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,幽州,搬运,道理,情理坚定,普通,能力,小心,小心,丁宁,普通,现状维持,漫不经心,0,115,55,115,255,115,115,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
282,诸葛瑾,,,长沙,长沙,未发现,,0,0,64,44,75,80,85,348,100,46,男,150,130,229,自然死,282,2009,,,,1,123,,,,,,,,,,,,Ｃ,Ｂ,Ａ,Ｃ,Ｃ,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,掎角,故事,情理坚定,较低,实绩,小心,小心,丁宁,普通,现状维持,漫不经心,0,39,88,89,255,89,89,255,255,255,255,255,255,224,,,,,,,,0,健康,,,0,0,0
283,皇甫真,,,襄平,襄平,未发现,,0,0,67,50,87,77,64,345,100,1419,男,150,130,229,自然死,283,,,,,1,8,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,道理,情理坚定,普通,实绩,冷静,冷静,普通,普通,现状维持,漫不经心,0,74,79,115,255,115,115,255,255,255,255,255,255,112,,,,,,,,0,健康,,,0,0,0
284,姚弋仲,姚弋仲,姚弋仲,陇西,陇西,君主,,120,2000,75,80,56,58,76,345,100,1421,男,150,130,229,自然死,284,,,,,1,135,,,,,,,,,,,,Ｂ,Ｂ,Ｓ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,繁殖,道理,不会背叛,普通,能力,刚胆,刚胆,豪放,普通,地方统一,漫不经心,0,6,68,76,76,76,71,255,255,255,255,255,255,616,,,,,,,,0,健康,,,0,0,0
285,姚襄,姚弋仲,姚弋仲,陇西,陇西,一般,,120,2000,72,85,67,75,92,391,100,1422,男,165,145,244,不自然死,284,姚弋仲,,,,2,135,姚苌,,,,,,,,,,,Ｂ,Ｂ,Ａ,Ａ,Ａ,Ｂ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,名声,时节,普通,较高,名声,猪突,莽撞,豪放,普通,地方统一,漫不经心,0,20,74,11,76,11,11,255,255,255,255,255,255,696,,,,,,,,0,健康,,,0,0,0
286,姚苌,姚弋仲,姚弋仲,陇西,陇西,一般,,120,2000,71,62,89,71,52,345,100,1423,男,165,146,244,自然死,284,姚弋仲,,,,2,135,姚襄,,,,,,,,,,,Ａ,Ｂ,Ｂ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,反计,道理,无情义,高,能力,冷静,冷静,殷勤,无视,地方统一,临机应变,0,30,38,71,85,71,71,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
287,权翼,姚弋仲,姚弋仲,陇西,陇西,一般,,120,2000,51,45,85,86,63,330,100,1424,男,150,130,229,自然死,287,,,,,1,132,苻坚,薛赞,,,,,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,看破,道理,普通,普通,能力,冷静,冷静,普通,普通,地方统一,重视,0,74,79,80,255,80,80,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
288,尹纬,姚弋仲,姚弋仲,陇西,陇西,一般,,120,2000,73,67,87,79,68,374,100,1425,男,150,130,229,自然死,288,,,,,1,132,,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｂ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,辅佐,故事,普通,普通,能力,刚胆,刚胆,普通,普通,州统一,重视,0,119,63,115,255,115,115,255,255,255,255,255,255,624,,,,,,,,0,健康,,,0,0,0
289,诸葛亮,刘备,刘备,永安,永安,一般,,120,2000,93,36,100,108,103,440,100,45,男,150,131,229,自然死,282,2009,,,,1,75,刘备,,,,,,,,,,,Ａ,Ａ,Ｓ,Ｂ,Ｓ+10%,Ａ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,,道理,不会背叛,普通,义理,冷静,诸葛亮,威严,重视,中华统一,临机应变,3,1,1,1,255,1,1,255,255,255,255,255,43,760,,,,,,,,0,健康,,,0,0,0
290,徐晃,曹操,曹操,许昌,许昌,一般,,120,2000,85,85,64,50,71,355,100,130,男,150,130,229,自然死,290,,,,,1,23,关羽,,,,,,,,,,,Ａ,Ａ,Ｂ,Ｓ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,京兆,长驱,时节,普通,普通,能力,冷静,冷静,普通,普通,中华统一,临机应变,0,36,63,103,255,76,4,255,255,255,255,255,47,616,,,,,,,,0,健康,,,0,0,0
291,姚兴,姚弋仲,姚弋仲,陇西,陇西,一般,,120,2000,76,66,64,80,70,356,100,1400,男,180,161,259,自然死,284,姚苌,,,,3,135,姚硕德,,,,,,,,,,,Ｂ,Ａ,Ｂ,Ａ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,祈願,道理,情理坚定,普通,任意,冷静,冷静,丁宁,重视,地方统一,重视,0,79,79,97,255,97,97,255,255,255,255,255,255,712,,,,,,,,0,健康,,,0,0,0
292,乞伏乾归,,,陇西,陇西,未发现,,0,0,72,79,73,52,74,350,100,1426,男,150,130,229,不自然死,292,,,,,1,138,,,,,,,,,,,,Ａ,Ｃ,Ａ,Ａ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,亲羌,道理,无情义,较高,能力,刚胆,刚胆,蛮族,无视,州统一,重视,0,71,79,111,76,111,111,255,255,255,255,255,255,176,,,,,,,,0,健康,,,0,0,0
293,张玉,朱元璋,朱元璋,金陵,金陵,一般,,120,2000,77,79,76,55,61,348,100,2035,男,150,130,229,不自然死,293,,,,,1,93,朱棣,,,,,,,,,,,Ａ,Ａ,Ｂ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,荆北,血路,道理,情理坚定,普通,义理,刚胆,刚胆,丁宁,普通,地方统一,临机应变,0,102,8,92,255,93,94,255,255,255,255,255,255,736,,,,,,,,0,健康,,,0,0,0
294,吕夷简,赵匡胤,赵匡胤,开封,开封,一般,,120,2000,30,24,86,87,60,287,100,1834,男,165,145,244,自然死,631,,,,,2,62,,,,,,范仲淹,,,,,,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,青徐,能吏,故事,普通,普通,能力,冷静,冷静,普通,普通,现状维持,漫不经心,0,21,93,80,255,80,80,255,255,255,255,255,255,752,,,,,,,,0,健康,,,0,0,0
295,沮渠蒙逊,,,陇西,陇西,未发现,,0,0,77,72,91,71,50,361,100,1427,男,150,130,229,自然死,295,,,,,1,139,,,,,,,,,,,,Ａ,Ａ,Ａ,Ｓ,Ａ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,诡计,时节,无情义,高,能力,冷静,冷静,威严,无视,州统一,重视,0,38,70,30,103,30,30,255,255,255,255,255,255,248,,,,,,,,0,健康,,,0,0,0
296,秃发褥檀,,,陇西,陇西,未发现,,0,0,71,67,78,73,84,373,100,1428,男,150,130,229,不自然死,296,,,,,1,136,,,,,,,,,,,,Ｂ,Ｃ,Ｂ,Ａ,Ｂ,Ｃ,0,0,0,0,0,0,0,0,0,0,0,持续型,持续型,持续型,持续型,持续型,凉州,,故事,情理坚定,较高,名声,冷静,冷静,谦逊,普通,州统一,重视,0,83,80,71,255,71,71,255,255,255,255,255,255,240,,,,,,,,0,健康,,,0,0,0
